business_id,business_name,customer_radius_km,customer_type,supplier_dependency,seasonality,main_operational_risks,key_demand_indicators
BUS00764,Bakery - Unit 0764,25.8,B2B - Local Businesses,Single supplier - high dependency,Stable year-round demand,Currency/import cost fluctuation; Power/utility disruptions,Agricultural output in surrounding region; Local construction/real estate activity; Repeat customer rate
BUS00765,Grocery Wholesaler - Unit 0765,3.5,B2B - Local Businesses,Self-sourced/in-house production,"Back-to-school peak (Jun, Jan)",Delayed customer payments (B2B); Limited access to working capital credit; Power/utility disruptions,Agricultural output in surrounding region; Local employment rate; Repeat customer rate
BUS00766,Auto Repair Shop - Unit 0766,27.8,Online/E-commerce,2-3 suppliers - moderate dependency,"Back-to-school peak (Jun, Jan)",Limited access to working capital credit; Power/utility disruptions,Foot traffic count; Local population growth; Average transaction value trend
BUS00767,Kirana Store - Unit 0767,0.8,Wholesale Bulk Buyers,Seasonal supplier contracts,Harvest-season dependent,Limited access to working capital credit; Power/utility disruptions; Seasonal cash flow gaps,Competitor density in radius; Local population growth
BUS00768,Cloud Kitchen - Unit 0768,1.8,B2B - Local Businesses,Seasonal supplier contracts,Stable year-round demand,Logistics and last-mile delivery cost; High employee attrition; Seasonal cash flow gaps,Foot traffic count; Local population growth
BUS00769,Event Planning Service - Unit 0769,2.7,Wholesale Bulk Buyers,Self-sourced/in-house production,Stable year-round demand,Dependence on single supplier; Perishable inventory spoilage,Local employment rate; Repeat customer rate
BUS00770,Hardware Store - Unit 0770,0.9,B2B - Regional Distributors,Self-sourced/in-house production,Year-end/New Year spike,Raw material price volatility; Limited access to working capital credit,Foot traffic count; School/college enrollment nearby; Local construction/real estate activity
BUS00771,Event Planning Service - Unit 0771,0.4,Government/Institutional Contracts,Single supplier - high dependency,Harvest-season dependent,Competition from larger chains; Limited access to working capital credit; Regulatory/licensing compliance burden,Competitor density in radius; Agricultural output in surrounding region; School/college enrollment nearby
BUS00772,Furniture Store - Unit 0772,3.5,Wholesale Bulk Buyers,Self-sourced/in-house production,High demand Oct-Dec (festive season),Regulatory/licensing compliance burden; Dependence on single supplier; Raw material price volatility,Agricultural output in surrounding region; Local employment rate; Local population growth
BUS00773,Kirana Store - Unit 0773,21.2,Government/Institutional Contracts,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Competition from larger chains; Logistics and last-mile delivery cost; Limited access to working capital credit,School/college enrollment nearby; Online order volume trend; Foot traffic count
BUS00774,Vegetable Vendor - Unit 0774,5.6,Online/E-commerce,Single supplier - high dependency,Wedding season peak (Nov-Feb),High employee attrition; Logistics and last-mile delivery cost; Competition from larger chains,Agricultural output in surrounding region; Local construction/real estate activity; Repeat customer rate
BUS00775,Stationery Shop - Unit 0775,11.8,Mixed Retail & Wholesale,Import-dependent supply chain,Stable year-round demand,Perishable inventory spoilage; Logistics and last-mile delivery cost; High employee attrition,Social media engagement/reviews; Local construction/real estate activity
BUS00776,Event Planning Service - Unit 0776,16.3,Mixed Retail & Wholesale,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Seasonal cash flow gaps; Competition from larger chains; Dependence on single supplier,School/college enrollment nearby; Social media engagement/reviews; Online order volume trend
BUS00777,Bakery - Unit 0777,2.6,Retail - Repeat/Loyalty,Single supplier - high dependency,Harvest-season dependent,Seasonal cash flow gaps; Regulatory/licensing compliance burden,Seasonal festival calendar; Online order volume trend; Agricultural output in surrounding region
BUS00778,Sweet Shop - Unit 0778,17.7,Retail - Repeat/Loyalty,Import-dependent supply chain,Summer peak (Apr-Jun),Dependence on single supplier; Regulatory/licensing compliance burden; High employee attrition,School/college enrollment nearby; Competitor density in radius
BUS00779,Fitness Studio - Unit 0779,10.6,Government/Institutional Contracts,Self-sourced/in-house production,Monsoon-dependent (Jun-Sep),Perishable inventory spoilage; Dependence on single supplier,Repeat customer rate; Agricultural output in surrounding region; School/college enrollment nearby
BUS00780,Furniture Store - Unit 0780,29.4,Retail - Repeat/Loyalty,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Regulatory/licensing compliance burden; Power/utility disruptions,Seasonal festival calendar; Foot traffic count
BUS00781,Bookstore - Unit 0781,17.5,Wholesale Bulk Buyers,Self-sourced/in-house production,Wedding season peak (Nov-Feb),Currency/import cost fluctuation; Seasonal cash flow gaps; Delayed customer payments (B2B),Repeat customer rate; Local employment rate
BUS00782,Kirana Store - Unit 0782,22.8,Online/E-commerce,2-3 suppliers - moderate dependency,"Back-to-school peak (Jun, Jan)",Competition from larger chains; Currency/import cost fluctuation,Local population growth; Local construction/real estate activity; Seasonal festival calendar
BUS00783,Salon & Spa - Unit 0783,0.5,Institutional (Schools/Offices),Seasonal supplier contracts,Stable year-round demand,Limited access to working capital credit; Logistics and last-mile delivery cost; Competition from larger chains,Average transaction value trend; Seasonal festival calendar
BUS00784,Cloud Kitchen - Unit 0784,8.2,Online/E-commerce,2-3 suppliers - moderate dependency,Monsoon-dependent (Jun-Sep),Limited access to working capital credit; Raw material price volatility,Average transaction value trend; Local employment rate
BUS00785,Dairy & Milk Supplier - Unit 0785,2.4,Government/Institutional Contracts,Self-sourced/in-house production,Wedding season peak (Nov-Feb),Currency/import cost fluctuation; Competition from larger chains; Regulatory/licensing compliance burden,Local employment rate; Repeat customer rate; Social media engagement/reviews
BUS00786,Laundry Service - Unit 0786,4.6,B2B - Regional Distributors,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",Dependence on single supplier; Seasonal cash flow gaps; Regulatory/licensing compliance burden,Agricultural output in surrounding region; Seasonal festival calendar
BUS00787,Print & Copy Shop - Unit 0787,2.1,Mixed Retail & Wholesale,Import-dependent supply chain,Year-end/New Year spike,Seasonal cash flow gaps; High employee attrition; Currency/import cost fluctuation,Agricultural output in surrounding region; School/college enrollment nearby
BUS00788,Kirana Store - Unit 0788,7.6,Retail - Repeat/Loyalty,Import-dependent supply chain,Summer peak (Apr-Jun),Power/utility disruptions; Currency/import cost fluctuation; Seasonal cash flow gaps,Repeat customer rate; Competitor density in radius
BUS00789,Mobile Repair Shop - Unit 0789,2.4,Retail - Repeat/Loyalty,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Seasonal cash flow gaps; Currency/import cost fluctuation; Power/utility disruptions,Foot traffic count; Repeat customer rate
BUS00790,Bakery - Unit 0790,10,B2B - Local Businesses,Import-dependent supply chain,Harvest-season dependent,Competition from larger chains; Currency/import cost fluctuation,Seasonal festival calendar; School/college enrollment nearby; Average transaction value trend
BUS00791,Stationery Shop - Unit 0791,0.4,Retail - Repeat/Loyalty,Single supplier - high dependency,Year-end/New Year spike,Raw material price volatility; Logistics and last-mile delivery cost,Seasonal festival calendar; Repeat customer rate; Local construction/real estate activity
BUS00792,Electronics Retailer - Unit 0792,9.9,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Regulatory/licensing compliance burden; Dependence on single supplier,Local employment rate; Foot traffic count
BUS00793,Fitness Studio - Unit 0793,22.5,Government/Institutional Contracts,Self-sourced/in-house production,Stable year-round demand,High employee attrition; Currency/import cost fluctuation,Local population growth; Local construction/real estate activity
BUS00794,Cloud Kitchen - Unit 0794,1.6,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Stable year-round demand,Seasonal cash flow gaps; Logistics and last-mile delivery cost,School/college enrollment nearby; Local population growth
BUS00795,Restaurant - Unit 0795,18.1,Retail - Walk-in,Single supplier - high dependency,Stable year-round demand,Regulatory/licensing compliance burden; Delayed customer payments (B2B); Seasonal cash flow gaps,School/college enrollment nearby; Foot traffic count; Online order volume trend
BUS00796,Dairy & Milk Supplier - Unit 0796,0.6,Government/Institutional Contracts,Diversified supplier base - low dependency,"Low seasonality, weekday/weekend variation only",Seasonal cash flow gaps; Logistics and last-mile delivery cost; Competition from larger chains,Social media engagement/reviews; Competitor density in radius; Local construction/real estate activity
BUS00797,Textile Manufacturer - Unit 0797,17.7,Retail - Repeat/Loyalty,Import-dependent supply chain,High demand Oct-Dec (festive season),Raw material price volatility; High employee attrition,Seasonal festival calendar; Online order volume trend
BUS00798,Salon & Spa - Unit 0798,25.5,Online/E-commerce,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Dependence on single supplier; Delayed customer payments (B2B); Perishable inventory spoilage,Local employment rate; School/college enrollment nearby; Local population growth
BUS00799,Fitness Studio - Unit 0799,12.5,Institutional (Schools/Offices),Import-dependent supply chain,Harvest-season dependent,Delayed customer payments (B2B); High employee attrition,School/college enrollment nearby; Seasonal festival calendar
BUS00800,Vegetable Vendor - Unit 0800,3.3,Government/Institutional Contracts,Seasonal supplier contracts,Summer peak (Apr-Jun),Seasonal cash flow gaps; Regulatory/licensing compliance burden; Power/utility disruptions,Foot traffic count; Local construction/real estate activity; Online order volume trend
BUS00801,Restaurant - Unit 0801,4.2,Retail - Repeat/Loyalty,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",Dependence on single supplier; Regulatory/licensing compliance burden; Limited access to working capital credit,Competitor density in radius; Seasonal festival calendar; Local population growth
BUS00802,Plastic Goods Manufacturer - Unit 0802,2.7,Retail - Repeat/Loyalty,Self-sourced/in-house production,Monsoon-dependent (Jun-Sep),Dependence on single supplier; Limited access to working capital credit; Seasonal cash flow gaps,Local construction/real estate activity; Average transaction value trend; Repeat customer rate
BUS00803,Grocery Wholesaler - Unit 0803,7.6,Institutional (Schools/Offices),Seasonal supplier contracts,"Back-to-school peak (Jun, Jan)",Raw material price volatility; Seasonal cash flow gaps,Local employment rate; Local population growth; Competitor density in radius
BUS00804,Event Planning Service - Unit 0804,20.4,Wholesale Bulk Buyers,Self-sourced/in-house production,Summer peak (Apr-Jun),Raw material price volatility; Currency/import cost fluctuation; Delayed customer payments (B2B),School/college enrollment nearby; Local population growth
BUS00805,Salon & Spa - Unit 0805,10.3,Institutional (Schools/Offices),Single supplier - high dependency,Wedding season peak (Nov-Feb),Currency/import cost fluctuation; Logistics and last-mile delivery cost,Agricultural output in surrounding region; Average transaction value trend; Local population growth
BUS00806,Print & Copy Shop - Unit 0806,7.8,Government/Institutional Contracts,Diversified supplier base - low dependency,"Back-to-school peak (Jun, Jan)",Delayed customer payments (B2B); High employee attrition; Perishable inventory spoilage,Seasonal festival calendar; Local employment rate
BUS00807,Photography Studio - Unit 0807,8,Retail - Repeat/Loyalty,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),Seasonal cash flow gaps; Logistics and last-mile delivery cost,Repeat customer rate; Seasonal festival calendar
BUS00808,Textile Manufacturer - Unit 0808,16.9,Retail - Walk-in,Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",Competition from larger chains; Limited access to working capital credit,Local employment rate; Foot traffic count
BUS00809,Cafe - Unit 0809,3.5,Retail - Walk-in,Import-dependent supply chain,Harvest-season dependent,High employee attrition; Currency/import cost fluctuation; Delayed customer payments (B2B),Local construction/real estate activity; Average transaction value trend
BUS00810,Electronics Retailer - Unit 0810,23.2,B2B - Local Businesses,Single supplier - high dependency,Wedding season peak (Nov-Feb),Delayed customer payments (B2B); Regulatory/licensing compliance burden,Local employment rate; Average transaction value trend
BUS00811,Fitness Studio - Unit 0811,1.9,Retail - Repeat/Loyalty,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Perishable inventory spoilage; Limited access to working capital credit,Seasonal festival calendar; Agricultural output in surrounding region; Online order volume trend
BUS00812,Kirana Store - Unit 0812,23.9,Institutional (Schools/Offices),Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",Competition from larger chains; Logistics and last-mile delivery cost,Foot traffic count; Competitor density in radius; Agricultural output in surrounding region
BUS00813,Cafe - Unit 0813,14,Online/E-commerce,Single supplier - high dependency,High demand Oct-Dec (festive season),Limited access to working capital credit; Seasonal cash flow gaps; Power/utility disruptions,Foot traffic count; Repeat customer rate; Local employment rate
BUS00814,Mobile Repair Shop - Unit 0814,2.5,Government/Institutional Contracts,2-3 suppliers - moderate dependency,Harvest-season dependent,Competition from larger chains; Raw material price volatility,School/college enrollment nearby; Seasonal festival calendar
BUS00815,Bakery - Unit 0815,14.4,Institutional (Schools/Offices),Diversified supplier base - low dependency,Harvest-season dependent,Delayed customer payments (B2B); Perishable inventory spoilage,Average transaction value trend; School/college enrollment nearby
BUS00816,Agri Input Dealer - Unit 0816,13,Online/E-commerce,Import-dependent supply chain,Harvest-season dependent,Regulatory/licensing compliance burden; High employee attrition,Online order volume trend; Seasonal festival calendar
BUS00817,Pharmacy - Unit 0817,1.9,Online/E-commerce,Single supplier - high dependency,Summer peak (Apr-Jun),Competition from larger chains; Currency/import cost fluctuation,Repeat customer rate; Local employment rate; Average transaction value trend
BUS00818,Textile Manufacturer - Unit 0818,16.8,B2B - Local Businesses,Diversified supplier base - low dependency,Harvest-season dependent,Seasonal cash flow gaps; Dependence on single supplier; Currency/import cost fluctuation,Local population growth; Agricultural output in surrounding region
BUS00819,Stationery Shop - Unit 0819,16.1,B2B - Regional Distributors,Single supplier - high dependency,Wedding season peak (Nov-Feb),Logistics and last-mile delivery cost; Raw material price volatility; Power/utility disruptions,Seasonal festival calendar; Agricultural output in surrounding region; Average transaction value trend
BUS00820,Restaurant - Unit 0820,9,B2B - Local Businesses,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",High employee attrition; Perishable inventory spoilage,Seasonal festival calendar; Online order volume trend
BUS00821,Sweet Shop - Unit 0821,8.8,Retail - Repeat/Loyalty,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",High employee attrition; Logistics and last-mile delivery cost,Online order volume trend; Repeat customer rate
BUS00822,Salon & Spa - Unit 0822,8.2,B2B - Regional Distributors,2-3 suppliers - moderate dependency,Harvest-season dependent,Logistics and last-mile delivery cost; High employee attrition,Foot traffic count; Local employment rate
BUS00823,Tutoring Center - Unit 0823,18.5,B2B - Regional Distributors,2-3 suppliers - moderate dependency,Wedding season peak (Nov-Feb),Competition from larger chains; Raw material price volatility; Delayed customer payments (B2B),School/college enrollment nearby; Foot traffic count; Seasonal festival calendar
BUS00824,Auto Repair Shop - Unit 0824,4.7,Online/E-commerce,Import-dependent supply chain,Harvest-season dependent,Regulatory/licensing compliance burden; Raw material price volatility,Foot traffic count; Agricultural output in surrounding region
BUS00825,Pharmacy - Unit 0825,6.2,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Stable year-round demand,Seasonal cash flow gaps; Perishable inventory spoilage; Competition from larger chains,Competitor density in radius; Seasonal festival calendar; Repeat customer rate
BUS00826,Auto Repair Shop - Unit 0826,0.5,B2B - Local Businesses,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Limited access to working capital credit; Logistics and last-mile delivery cost; Delayed customer payments (B2B),Online order volume trend; School/college enrollment nearby; Seasonal festival calendar
BUS00827,Clothing Boutique - Unit 0827,23.8,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Stable year-round demand,Logistics and last-mile delivery cost; Currency/import cost fluctuation,Online order volume trend; Average transaction value trend
BUS00828,Handicraft Exporter - Unit 0828,0.8,Government/Institutional Contracts,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Limited access to working capital credit; Competition from larger chains; High employee attrition,Foot traffic count; Local population growth
BUS00829,Clothing Boutique - Unit 0829,10.2,Institutional (Schools/Offices),Seasonal supplier contracts,Wedding season peak (Nov-Feb),Competition from larger chains; Currency/import cost fluctuation; Dependence on single supplier,Repeat customer rate; Average transaction value trend; Local employment rate
BUS00830,Grocery Wholesaler - Unit 0830,22.3,B2B - Local Businesses,Seasonal supplier contracts,"Back-to-school peak (Jun, Jan)",Perishable inventory spoilage; Raw material price volatility,Agricultural output in surrounding region; Online order volume trend
BUS00831,Laundry Service - Unit 0831,10,Government/Institutional Contracts,Seasonal supplier contracts,Stable year-round demand,Competition from larger chains; Delayed customer payments (B2B),Social media engagement/reviews; Local employment rate; School/college enrollment nearby
BUS00832,Cafe - Unit 0832,4.4,Retail - Walk-in,2-3 suppliers - moderate dependency,Monsoon-dependent (Jun-Sep),Delayed customer payments (B2B); Competition from larger chains,Seasonal festival calendar; Online order volume trend; Agricultural output in surrounding region
BUS00833,Cloud Kitchen - Unit 0833,5.1,B2B - Local Businesses,2-3 suppliers - moderate dependency,High demand Oct-Dec (festive season),Perishable inventory spoilage; Raw material price volatility,Seasonal festival calendar; Local population growth
BUS00834,Hardware Store - Unit 0834,0.5,B2B - Regional Distributors,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Raw material price volatility; Currency/import cost fluctuation,School/college enrollment nearby; Local construction/real estate activity; Competitor density in radius
BUS00835,Furniture Store - Unit 0835,1.2,Government/Institutional Contracts,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Logistics and last-mile delivery cost; Perishable inventory spoilage; Regulatory/licensing compliance burden,School/college enrollment nearby; Foot traffic count
BUS00836,Agri Input Dealer - Unit 0836,6.2,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,"Back-to-school peak (Jun, Jan)",Delayed customer payments (B2B); Currency/import cost fluctuation,Agricultural output in surrounding region; Local employment rate
BUS00837,Vegetable Vendor - Unit 0837,5.7,Government/Institutional Contracts,2-3 suppliers - moderate dependency,Year-end/New Year spike,Regulatory/licensing compliance burden; Perishable inventory spoilage,Local construction/real estate activity; School/college enrollment nearby
BUS00838,Event Planning Service - Unit 0838,8.6,B2B - Regional Distributors,Import-dependent supply chain,Harvest-season dependent,Seasonal cash flow gaps; Competition from larger chains; Dependence on single supplier,Local population growth; Average transaction value trend; Agricultural output in surrounding region
BUS00839,Agri Input Dealer - Unit 0839,1.8,Mixed Retail & Wholesale,Import-dependent supply chain,Summer peak (Apr-Jun),Raw material price volatility; Perishable inventory spoilage; Seasonal cash flow gaps,Local employment rate; School/college enrollment nearby
BUS00840,Cafe - Unit 0840,2.5,Retail - Repeat/Loyalty,Self-sourced/in-house production,Monsoon-dependent (Jun-Sep),Currency/import cost fluctuation; Power/utility disruptions; Dependence on single supplier,Agricultural output in surrounding region; Foot traffic count
BUS00841,Cafe - Unit 0841,1,Retail - Walk-in,Single supplier - high dependency,High demand Oct-Dec (festive season),Seasonal cash flow gaps; High employee attrition,Seasonal festival calendar; Local population growth
BUS00842,Vegetable Vendor - Unit 0842,20.1,Retail - Walk-in,Single supplier - high dependency,"Low seasonality, weekday/weekend variation only",Limited access to working capital credit; Dependence on single supplier; High employee attrition,Average transaction value trend; Local construction/real estate activity
BUS00843,Packaging Unit - Unit 0843,16.9,Institutional (Schools/Offices),Diversified supplier base - low dependency,Year-end/New Year spike,High employee attrition; Raw material price volatility,School/college enrollment nearby; Social media engagement/reviews; Repeat customer rate
BUS00844,Kirana Store - Unit 0844,0.4,Institutional (Schools/Offices),Single supplier - high dependency,"Low seasonality, weekday/weekend variation only",Seasonal cash flow gaps; Raw material price volatility; High employee attrition,Online order volume trend; Local employment rate
BUS00845,Fitness Studio - Unit 0845,1.9,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,Harvest-season dependent,Competition from larger chains; Seasonal cash flow gaps,Online order volume trend; Repeat customer rate
BUS00846,Dairy & Milk Supplier - Unit 0846,5.8,Online/E-commerce,Single supplier - high dependency,Wedding season peak (Nov-Feb),Raw material price volatility; Logistics and last-mile delivery cost,Local population growth; Local employment rate
BUS00847,Grocery Wholesaler - Unit 0847,7.3,Wholesale Bulk Buyers,2-3 suppliers - moderate dependency,"Back-to-school peak (Jun, Jan)",Regulatory/licensing compliance burden; Dependence on single supplier; Perishable inventory spoilage,School/college enrollment nearby; Competitor density in radius; Seasonal festival calendar
BUS00848,Event Planning Service - Unit 0848,1.1,B2B - Local Businesses,Import-dependent supply chain,Summer peak (Apr-Jun),Seasonal cash flow gaps; Power/utility disruptions; Competition from larger chains,Repeat customer rate; Agricultural output in surrounding region; Local construction/real estate activity
BUS00849,Tutoring Center - Unit 0849,4.3,Online/E-commerce,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Regulatory/licensing compliance burden; Limited access to working capital credit; Competition from larger chains,Average transaction value trend; Local employment rate; Local construction/real estate activity
BUS00850,Event Planning Service - Unit 0850,6,B2B - Regional Distributors,Self-sourced/in-house production,Harvest-season dependent,Delayed customer payments (B2B); Limited access to working capital credit; Competition from larger chains,Local employment rate; Repeat customer rate
BUS00851,Bookstore - Unit 0851,10.1,B2B - Regional Distributors,Import-dependent supply chain,Stable year-round demand,Regulatory/licensing compliance burden; Raw material price volatility,Foot traffic count; Competitor density in radius
BUS00852,Textile Manufacturer - Unit 0852,17.7,Retail - Repeat/Loyalty,Single supplier - high dependency,Wedding season peak (Nov-Feb),Seasonal cash flow gaps; Perishable inventory spoilage; Competition from larger chains,Social media engagement/reviews; Local employment rate
BUS00853,Bakery - Unit 0853,3.4,Retail - Walk-in,Import-dependent supply chain,Summer peak (Apr-Jun),Limited access to working capital credit; Seasonal cash flow gaps,Agricultural output in surrounding region; Foot traffic count; Local employment rate
BUS00854,Stationery Shop - Unit 0854,0.5,Retail - Repeat/Loyalty,Self-sourced/in-house production,Summer peak (Apr-Jun),Seasonal cash flow gaps; Regulatory/licensing compliance burden,Repeat customer rate; Online order volume trend
BUS00855,Restaurant - Unit 0855,0.5,Wholesale Bulk Buyers,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Limited access to working capital credit; Seasonal cash flow gaps; Delayed customer payments (B2B),Average transaction value trend; Local employment rate; Competitor density in radius
BUS00856,Print & Copy Shop - Unit 0856,0.5,B2B - Local Businesses,Single supplier - high dependency,High demand Oct-Dec (festive season),Delayed customer payments (B2B); Seasonal cash flow gaps,Local employment rate; Agricultural output in surrounding region
BUS00857,Sweet Shop - Unit 0857,15.3,Institutional (Schools/Offices),Seasonal supplier contracts,"Low seasonality, weekday/weekend variation only",Limited access to working capital credit; High employee attrition; Power/utility disruptions,Seasonal festival calendar; Repeat customer rate
BUS00858,Grocery Wholesaler - Unit 0858,11.9,B2B - Local Businesses,Import-dependent supply chain,Monsoon-dependent (Jun-Sep),Logistics and last-mile delivery cost; Raw material price volatility; High employee attrition,Local population growth; Social media engagement/reviews; Local construction/real estate activity
BUS00859,Agri Input Dealer - Unit 0859,1.1,Mixed Retail & Wholesale,Self-sourced/in-house production,Wedding season peak (Nov-Feb),Power/utility disruptions; Seasonal cash flow gaps; Raw material price volatility,School/college enrollment nearby; Local employment rate; Online order volume trend
BUS00860,Hardware Store - Unit 0860,0.8,Online/E-commerce,Seasonal supplier contracts,Wedding season peak (Nov-Feb),High employee attrition; Perishable inventory spoilage,Social media engagement/reviews; Repeat customer rate
BUS00861,Restaurant - Unit 0861,3.1,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Currency/import cost fluctuation; Raw material price volatility,Seasonal festival calendar; Repeat customer rate
BUS00862,Bookstore - Unit 0862,20.4,Mixed Retail & Wholesale,Single supplier - high dependency,High demand Oct-Dec (festive season),Dependence on single supplier; Perishable inventory spoilage; Raw material price volatility,Seasonal festival calendar; Local employment rate; Social media engagement/reviews
BUS00863,Clothing Boutique - Unit 0863,7.7,Online/E-commerce,2-3 suppliers - moderate dependency,Stable year-round demand,Power/utility disruptions; Delayed customer payments (B2B); Dependence on single supplier,Foot traffic count; Local construction/real estate activity
BUS00864,Event Planning Service - Unit 0864,9.9,Retail - Walk-in,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Currency/import cost fluctuation; Competition from larger chains,School/college enrollment nearby; Repeat customer rate
BUS00865,Cloud Kitchen - Unit 0865,3.5,B2B - Local Businesses,Import-dependent supply chain,Summer peak (Apr-Jun),Competition from larger chains; Seasonal cash flow gaps; Regulatory/licensing compliance burden,Competitor density in radius; Local construction/real estate activity; Local employment rate
BUS00866,Pharmacy - Unit 0866,9,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Year-end/New Year spike,Raw material price volatility; Seasonal cash flow gaps,Social media engagement/reviews; Repeat customer rate; Average transaction value trend
BUS00867,Auto Repair Shop - Unit 0867,13.9,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,Stable year-round demand,Logistics and last-mile delivery cost; Regulatory/licensing compliance burden; Currency/import cost fluctuation,Repeat customer rate; Local population growth
BUS00868,Cloud Kitchen - Unit 0868,13.5,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Year-end/New Year spike,Dependence on single supplier; Logistics and last-mile delivery cost,Foot traffic count; Competitor density in radius; Seasonal festival calendar
BUS00869,Fitness Studio - Unit 0869,11.4,B2B - Local Businesses,Self-sourced/in-house production,Wedding season peak (Nov-Feb),Regulatory/licensing compliance burden; Dependence on single supplier; Power/utility disruptions,Seasonal festival calendar; School/college enrollment nearby; Foot traffic count
BUS00870,Cafe - Unit 0870,0.5,B2B - Regional Distributors,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",Seasonal cash flow gaps; Dependence on single supplier,Local employment rate; Local population growth; Local construction/real estate activity
BUS00871,Fitness Studio - Unit 0871,0.9,Mixed Retail & Wholesale,Import-dependent supply chain,Stable year-round demand,Competition from larger chains; Limited access to working capital credit; Delayed customer payments (B2B),Repeat customer rate; Agricultural output in surrounding region; Local population growth
BUS00872,Laundry Service - Unit 0872,1.2,Wholesale Bulk Buyers,Self-sourced/in-house production,Monsoon-dependent (Jun-Sep),Regulatory/licensing compliance burden; Dependence on single supplier; Limited access to working capital credit,Local construction/real estate activity; Average transaction value trend; Online order volume trend
BUS00873,Cloud Kitchen - Unit 0873,12.7,Mixed Retail & Wholesale,Single supplier - high dependency,"Low seasonality, weekday/weekend variation only",Competition from larger chains; Seasonal cash flow gaps,Competitor density in radius; Local construction/real estate activity
BUS00874,Pharmacy - Unit 0874,27.7,Retail - Walk-in,Diversified supplier base - low dependency,Harvest-season dependent,High employee attrition; Raw material price volatility; Limited access to working capital credit,School/college enrollment nearby; Local employment rate
BUS00875,Hardware Store - Unit 0875,5.3,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Stable year-round demand,Power/utility disruptions; Dependence on single supplier; Perishable inventory spoilage,Local employment rate; Social media engagement/reviews; Online order volume trend
BUS00876,Sweet Shop - Unit 0876,4.4,Retail - Walk-in,Single supplier - high dependency,Harvest-season dependent,Perishable inventory spoilage; Seasonal cash flow gaps; High employee attrition,Local employment rate; Average transaction value trend; School/college enrollment nearby
BUS00877,Textile Manufacturer - Unit 0877,2.4,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Harvest-season dependent,Delayed customer payments (B2B); Logistics and last-mile delivery cost,Repeat customer rate; School/college enrollment nearby
BUS00878,Bookstore - Unit 0878,21.4,Online/E-commerce,Single supplier - high dependency,Summer peak (Apr-Jun),Seasonal cash flow gaps; Competition from larger chains; Regulatory/licensing compliance burden,School/college enrollment nearby; Local employment rate
BUS00879,Hardware Store - Unit 0879,21.8,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,Year-end/New Year spike,Raw material price volatility; High employee attrition,Local employment rate; Social media engagement/reviews
BUS00880,Photography Studio - Unit 0880,2.1,B2B - Regional Distributors,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Currency/import cost fluctuation; Logistics and last-mile delivery cost,Competitor density in radius; Agricultural output in surrounding region
BUS00881,Kirana Store - Unit 0881,5.8,Government/Institutional Contracts,Single supplier - high dependency,Year-end/New Year spike,Power/utility disruptions; Limited access to working capital credit; Regulatory/licensing compliance burden,Social media engagement/reviews; Local employment rate; Agricultural output in surrounding region
BUS00882,Photography Studio - Unit 0882,5.9,B2B - Local Businesses,Self-sourced/in-house production,Harvest-season dependent,Seasonal cash flow gaps; Delayed customer payments (B2B); Logistics and last-mile delivery cost,Social media engagement/reviews; Local employment rate
BUS00883,Fitness Studio - Unit 0883,5.7,Wholesale Bulk Buyers,Import-dependent supply chain,"Back-to-school peak (Jun, Jan)",Dependence on single supplier; Limited access to working capital credit,School/college enrollment nearby; Foot traffic count
